objectid,pid,title,display_template,object_location,image_small,image_thumb,archival_call_number,archival_collection,finding_aid_ark,physical_location,archival_series_title,folder_title,box,folder,contributing_institution,contributing_institution_valueURI,personal_creator,personal_creator_valueURI,corporate_creator,corporate_creator_valueURI,interviewee,interviewee_valueURI,interviewer,interviewer_valueURI,personal_contributor,personal_contributor_valueURI,corporate_contributor,corporate_contributor_valueURI,description,table_of_contents,annotation,url,language,subject,topical_subject_fast_valueURI,location,geographic_subject_fast_valueURI,topical_subject_lcsh,topical_subject_lcsh_valueURI,topical_subject_local,topical_subject_local_valueURI,geographic_subject_lcsh,geographic_subject_lcsh_valueURI,geographic_subject_local,geographic_subject_local_valueURI,geographic_subject_geonames,geographic_subject_geonames_valueURI,coordinates,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,birds_subject,birds_subject_valueURI,chronological_subject,event_subject,event_subject_valueURI,extent,aat_type,aat_type_valueURI,aat_genre,aat_genre_valueURI,dcmi_type,dcmi_type_valueURI,type_of_resource,imt_type,cco_description,rights_management,rights_management_valueURI,date_digital,location_interview,publisher,publisher_valueURI,ark,local_id,file_name,uid,avian_id,project_number,date_created,date_modified,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,related_exhibit,related_exhibit_url,hardware_software,disclaimer,image_manipulation,file_size,resolution,colorspace,bits_per_sample,samples_per_pixel,height,width,digital_origin,date,latitude,longitude,coord_explan
,WPA_b6f2i5_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f2i5_1,MS0260b006f002i009.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f2i5_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f2i5_2,MS0260b006f002i010.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0859,WPA_b2f53i1,Photograph of people working by a quarry tunnel in Madison County,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 4. Madison County. Quarry. (3 b/w photographs), 1937",2,53,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Quarries and quarrying,http://id.worldcat.org/fast/1085179,Iowa--Madison County,http://id.worldcat.org/fast/1208359,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2020-11-13,,,,https://n2t.net/ark:/87292/w9db7vw5j,WPA_b2f53i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-06-16,,,
,WPA_b6f2i6_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f2i6_1,MS0260b006f002i011.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f2i6_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f2i6_2,MS0260b006f002i012.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0860,WPA_b2f53i2,Photograph of an elevated view of people working at a quarry in Madison County,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 4. Madison County. Quarry. (3 b/w photographs), 1937",2,53,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Quarries and quarrying,http://id.worldcat.org/fast/1085179,Iowa--Madison County,http://id.worldcat.org/fast/1208359,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2020-11-13,,,,https://n2t.net/ark:/87292/w98k7530q,WPA_b2f53i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-06-16,,,
iawpa0861,WPA_b2f53i3,Photograph of people working at a quarry in Madison County,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i3_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i3_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f53i3_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 4. Madison County. Quarry. (3 b/w photographs), 1937",2,53,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Quarries and quarrying,http://id.worldcat.org/fast/1085179,Iowa--Madison County,http://id.worldcat.org/fast/1208359,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2020-11-13,,,,https://n2t.net/ark:/87292/w94t6f86z,WPA_b2f53i3,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-06-16,,,
iawpa0862,WPA_b5f49i4,Photograph of the construction of a maintenance shed addition in Madrid,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f49i4_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f49i4_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b5f49i4_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","County Buildings. Boone County. Boone. County Maintenance Garage. Project 4678. (5 b/w photographs), 1939",5,49,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Toolsheds,http://id.worldcat.org/fast/1152618,Iowa--Madrid,http://id.worldcat.org/fast/1227463,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-16,,,,https://n2t.net/ark:/87292/w9z02zf7j,WPA_b5f49i4,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1939-04-26,,,
,WPA_b6f30i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f30i1_1,MS0260b006f030i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f30i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f30i1_2,MS0260b006f030i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0863,WPA_b10f18i1,Photograph of the high school gymnasium and auditorium in Cedar,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f18i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f18i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f18i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Stadiums and Swimming Pools. Mahaska County. Cedar. High School Gymnasium and Auditorium. (1 b/w photograph), 1937",10,18,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Gymnasiums;Auditoriums;School facilities,http://id.worldcat.org/fast/949578;http://id.worldcat.org/fast/821234;http://id.worldcat.org/fast/1107385,Iowa--Mahaska County,http://id.worldcat.org/fast/1210437,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-05,,,,https://n2t.net/ark:/87292/w9cv4bz2h,WPA_b10f18i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-10-30,,,
,WPA_b6f30i2_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f30i2_1,MS0260b006f030i003.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f30i2_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f30i2_2,MS0260b006f030i004.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0864,WPA_b2f55i1,Photograph of people constructing the high school gym and auditorium in Cedar,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 4. Mahaska County. Cedar. High School Gym and Auditorium. Project 1391. (4 b/w photographs), 1936-1937",2,55,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,High schools;Auditoriums;Gymnasiums,http://id.worldcat.org/fast/956288;http://id.worldcat.org/fast/821234;http://id.worldcat.org/fast/949578,Iowa--Mahaska County,http://id.worldcat.org/fast/1210437,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2020-11-13,,,,https://n2t.net/ark:/87292/w9rn30d5m,WPA_b2f55i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-11-19,,,
,WPA_b6f30i3_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f30i3_1,MS0260b006f030i005.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f30i3_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f30i3_2,MS0260b006f030i006.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0865,WPA_b2f55i2,Photograph of seating at the high school gym and auditorium in Cedar,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 4. Mahaska County. Cedar. High School Gym and Auditorium. Project 1391. (4 b/w photographs), 1936-1937",2,55,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Gymnasiums;Auditoriums;High schools;Folding chairs,http://id.worldcat.org/fast/949578;http://id.worldcat.org/fast/821234;http://id.worldcat.org/fast/956288;http://id.worldcat.org/fast/928550,Iowa--Mahaska County,http://id.worldcat.org/fast/1210437,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2020-11-13,,,,https://n2t.net/ark:/87292/w9mw28m2z,WPA_b2f55i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-04-30,,,
,WPA_b6f30i4_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f30i4_1,MS0260b006f030i007.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f30i4_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f30i4_2,MS0260b006f030i008.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0866,WPA_b2f55i3,Photograph of the high school gym in Cedar,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i3_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i3_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i3_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 4. Mahaska County. Cedar. High School Gym and Auditorium. Project 1391. (4 b/w photographs), 1936-1937",2,55,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,High schools;Gymnasiums,http://id.worldcat.org/fast/956288;http://id.worldcat.org/fast/949578,Iowa--Mahaska County,http://id.worldcat.org/fast/1210437,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2020-11-13,,,,https://n2t.net/ark:/87292/w9h41js90,WPA_b2f55i3,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-04-30,,,
,WPA_b6f31i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f31i1_1,MS0260b006f031i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f31i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f31i1_2,MS0260b006f031i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0867,WPA_b2f55i4,Photograph of cars parked outside the high school gym in Cedar,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i4_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i4_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b2f55i4_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 4. Mahaska County. Cedar. High School Gym and Auditorium. Project 1391. (4 b/w photographs), 1936-1937",2,55,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,High schools;Gymnasiums,http://id.worldcat.org/fast/956288;http://id.worldcat.org/fast/949578,Iowa--Mahaska County,http://id.worldcat.org/fast/1210437,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2020-11-13,,,,https://n2t.net/ark:/87292/w9cc0v04s,WPA_b2f55i4,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-10-30,,,
